"","V1","V2","V3","V4","V5","V6"
"1",0.0314124293785311,0.055819209039548,0.0571751412429378,0.752090395480226,0.0781920903954802,0.0253107344632768
"2",0.0699404761904762,0.0601190476190476,0.269047619047619,0.471726190476191,0.0985119047619048,0.0306547619047619
"3",0.0437405731523379,0.02473604826546,0.0383107088989442,0.716138763197587,0.15052790346908,0.0265460030165913
"4",0.10200364298725,0.121129326047359,0.205828779599271,0.489981785063752,0.0446265938069217,0.0364298724954463
"5",0.0463084316295325,0.0410659676714723,0.0856269113149847,0.71996505024028,0.072520751419834,0.0345128877238969
"6",0.0507597801487229,0.0303912059489169,0.0381506627869383,0.749110895570643,0.105075978014872,0.0265114775299062
"7",0.0509683995922528,0.0815494393476045,0.543323139653415,0.219164118246687,0.0433231396534149,0.0616717635066259
"8",0.255341020827746,0.0343702511844105,0.0103691785107714,0.0129167784035041,0.0147939572718334,0.672208813801734
"9",0.236290554120011,0.334481768590296,0.187194946884869,0.0536893482629917,0.0424921045076084,0.145851277634223
"10",0.299036420055528,0.279928139800751,0.0829658664053569,0.0266209374489629,0.0481789972235832,0.263269639065817
"11",0.149645390070922,0.213475177304965,0.049645390070922,0.15177304964539,0.0539007092198582,0.381560283687943
"12",0.206065125528213,0.411135968182948,0.0643798160576684,0.0919711657966692,0.0628883917474521,0.163559532687049
"13",0.507505175983437,0.214415113871636,0.037008281573499,0.0533126293995859,0.0276915113871636,0.160067287784679
"14",0.308333333333333,0.0610119047619048,0.0395833333333333,0.129761904761905,0.0645833333333333,0.39672619047619
"15",0.407539682539683,0.392063492063492,0.073015873015873,0.0503968253968254,0.0503968253968254,0.0265873015873016
"16",0.592725104353011,0.106141920095408,0.0721526535480024,0.0453190220632081,0.0685748360166965,0.115086463923673
"17",0.325248756218905,0.343905472636816,0.0696517412935323,0.110696517412935,0.0677860696517413,0.0827114427860696
"18",0.710512414157422,0.0492604331748547,0.02905441098785,0.0262810353935552,0.0219228737453777,0.16296883254094
"19",0.742242528079193,0.0577765086617171,0.0172282505235104,0.0429278507519513,0.0306491528650295,0.109175709118599
"20",0.0896021397525911,0.658308258107656,0.0394516883985289,0.0434637245068539,0.0595118689401538,0.109662320294216
"21",0.230074597565764,0.365528072241853,0.11935610522183,0.112288967412642,0.0946211228896741,0.0781311346682371
"22",0.404525386313466,0.275386313465784,0.0733995584988962,0.0750551876379691,0.043598233995585,0.1280353200883
"23",0.317372621240025,0.262124002455494,0.0687538367096378,0.0798035604665439,0.0577041129527317,0.214241866175568
"24",0.636946386946387,0.0827505827505828,0.087995337995338,0.0233100233100233,0.0407925407925408,0.128205128205128
"25",0.267040149393091,0.38468720821662,0.138188608776844,0.0709617180205416,0.0569561157796452,0.0821661998132587
"26",0.0455555555555556,0.0905555555555556,0.222222222222222,0.402222222222222,0.178888888888889,0.0605555555555556
"27",0.0798403193612774,0.109780439121757,0.223552894211577,0.343313373253493,0.157684630738523,0.0858283433133733
"28",0.0804093567251462,0.0378028404344194,0.0829156223893066,0.66374269005848,0.107351712614871,0.0277777777777778
"29",0.0948012232415902,0.126911314984709,0.172782874617737,0.397553516819572,0.117737003058104,0.0902140672782875
"30",0.105810397553517,0.0507645259938838,0.0342507645259939,0.655351681957187,0.134250764525994,0.0195718654434251
"31",0.0567814062959694,0.0523683436304796,0.0867902324213004,0.649897028537805,0.122094733745219,0.0320682553692262
"32",0.0117893516970872,0.00309776916048227,0.0527066479463351,0.00610639388469167,0.923937509750173,0.00236232756123108
"33",0.0626313577133249,0.0405632618747373,0.0891130727196301,0.109289617486339,0.6427070197562,0.0556956704497688
"34",0.0169413919413919,0.00673731030873888,0.72985347985348,0.010858189429618,0.232404500261643,0.00320512820512821
"35",0.206214689265537,0.155367231638418,0.240112994350282,0.155367231638418,0.129943502824859,0.112994350282486
"36",0.0135118832187236,0.0352274098202437,0.0334177826034504,0.0551333092049704,0.819519845578478,0.0431897695741344
"37",0.041082554517134,0.0428348909657321,0.137461059190031,0.227414330218069,0.534657320872274,0.0165498442367601
"38",0.231185361972951,0.0583929992044551,0.0359586316626889,0.0703261734287987,0.0727128082736675,0.531424025457438
"39",0.258773845929809,0.239988350080093,0.0621814475025484,0.035532255715742,0.122469783020242,0.281054317751565
"40",0.196277495769882,0.21404399323181,0.125211505922166,0.0516074450084602,0.125211505922166,0.287648054145516
"41",0.344988344988345,0.282051282051282,0.0453648915187377,0.104536489151874,0.0937780168549399,0.129280975434822
"42",0.423842000568343,0.240125035521455,0.0781472009093492,0.0738846263142938,0.0474566638249503,0.136544472861608
"43",0.266996972199284,0.400770712909441,0.121662537847509,0.0729424717864024,0.0415634461877236,0.0960638590696394
"44",0.0871794871794872,0.068997668997669,0.217249417249417,0.474592074592075,0.115151515151515,0.0368298368298368
"45",0.0307840307840308,0.0596440596440596,0.076960076960077,0.675805675805676,0.104377104377104,0.0524290524290524
"46",0.0511017346460384,0.0412564463197375,0.103141115799344,0.623534927332396,0.134083450539147,0.046882325363338
"47",0.0634920634920635,0.0678210678210678,0.104617604617605,0.656565656565657,0.06998556998557,0.0375180375180375
"48",0.0794270833333333,0.0989583333333333,0.196614583333333,0.415364583333333,0.138020833333333,0.0716145833333333
"49",0.0700545506747057,0.0364628194085558,0.0631639391329314,0.677289692793569,0.107091587711743,0.0459374102784956
